Unnamed: 0,snapshotTime,snapshotTimeUTC,openPrice,closePrice,highPrice,lowPrice,lastTradedVolume
233,2019/05/20 10:00:00,2019-05-20T09:00:00,"{'bid': 1274.99, 'ask': 1275.29, 'lastTraded': None}","{'bid': 1276.29, 'ask': 1276.59, 'lastTraded': None}","{'bid': 1276.59, 'ask': 1276.9, 'lastTraded': None}","{'bid': 1273.59, 'ask': 1273.89, 'lastTraded': None}",12811
234,2019/05/20 12:00:00,2019-05-20T11:00:00,"{'bid': 1276.28, 'ask': 1276.58, 'lastTraded': None}","{'bid': 1276.41, 'ask': 1276.71, 'lastTraded': None}","{'bid': 1278.41, 'ask': 1278.73, 'lastTraded': None}","{'bid': 1275.33, 'ask': 1275.7, 'lastTraded': None}",19464
235,2019/05/20 14:00:00,2019-05-20T13:00:00,"{'bid': 1276.39, 'ask': 1276.69, 'lastTraded': None}","{'bid': 1277.78, 'ask': 1278.08, 'lastTraded': None}","{'bid': 1278.19, 'ask': 1278.49, 'lastTraded': None}","{'bid': 1275.17, 'ask': 1275.47, 'lastTraded': None}",26789
236,2019/05/20 16:00:00,2019-05-20T15:00:00,"{'bid': 1277.86, 'ask': 1278.16, 'lastTraded': None}","{'bid': 1276.06, 'ask': 1276.36, 'lastTraded': None}","{'bid': 1278.93, 'ask': 1279.23, 'lastTraded': None}","{'bid': 1275.5, 'ask': 1275.84, 'lastTraded': None}",17080
237,2019/05/20 18:00:00,2019-05-20T17:00:00,"{'bid': 1276.07, 'ask': 1276.37, 'lastTraded': None}","{'bid': 1277.6, 'ask': 1277.9, 'lastTraded': None}","{'bid': 1277.64, 'ask': 1278.03, 'lastTraded': None}","{'bid': 1275.95, 'ask': 1276.26, 'lastTraded': None}",10356
238,2019/05/20 20:00:00,2019-05-20T19:00:00,"{'bid': 1277.61, 'ask': 1277.91, 'lastTraded': None}","{'bid': 1277.29, 'ask': 1278.21, 'lastTraded': None}","{'bid': 1278.43, 'ask': 1278.73, 'lastTraded': None}","{'bid': 1277.08, 'ask': 1277.68, 'lastTraded': None}",6595
239,2019/05/20 22:00:00,2019-05-20T21:00:00,"{'bid': 1277.56, 'ask': 1277.86, 'lastTraded': None}","{'bid': 1277.54, 'ask': 1277.84, 'lastTraded': None}","{'bid': 1277.77, 'ask': 1278.07, 'lastTraded': None}","{'bid': 1277.4, 'ask': 1277.73, 'lastTraded': None}",923
240,2019/05/21 00:00:00,2019-05-20T23:00:00,"{'bid': 1277.59, 'ask': 1277.89, 'lastTraded': None}","{'bid': 1276.13, 'ask': 1276.43, 'lastTraded': None}","{'bid': 1277.88, 'ask': 1278.18, 'lastTraded': None}","{'bid': 1276.1, 'ask': 1276.4, 'lastTraded': None}",6505
241,2019/05/21 02:00:00,2019-05-21T01:00:00,"{'bid': 1276.14, 'ask': 1276.44, 'lastTraded': None}","{'bid': 1276.06, 'ask': 1276.36, 'lastTraded': None}","{'bid': 1276.73, 'ask': 1277.07, 'lastTraded': None}","{'bid': 1275.57, 'ask': 1275.87, 'lastTraded': None}",9834
242,2019/05/21 04:00:00,2019-05-21T03:00:00,"{'bid': 1276.05, 'ask': 1276.35, 'lastTraded': None}","{'bid': 1275.54, 'ask': 1275.84, 'lastTraded': None}","{'bid': 1276.08, 'ask': 1276.38, 'lastTraded': None}","{'bid': 1275.25, 'ask': 1275.55, 'lastTraded': None}",7461
243,2019/05/21 06:00:00,2019-05-21T05:00:00,"{'bid': 1275.53, 'ask': 1275.83, 'lastTraded': None}","{'bid': 1274.75, 'ask': 1275.05, 'lastTraded': None}","{'bid': 1276.28, 'ask': 1276.58, 'lastTraded': None}","{'bid': 1274.14, 'ask': 1274.44, 'lastTraded': None}",9416
244,2019/05/21 08:00:00,2019-05-21T07:00:00,"{'bid': 1274.74, 'ask': 1275.04, 'lastTraded': None}","{'bid': 1275.21, 'ask': 1275.51, 'lastTraded': None}","{'bid': 1276.55, 'ask': 1276.87, 'lastTraded': None}","{'bid': 1274.26, 'ask': 1274.56, 'lastTraded': None}",11826
245,2019/05/21 10:00:00,2019-05-21T09:00:00,"{'bid': 1275.18, 'ask': 1275.48, 'lastTraded': None}","{'bid': 1275.11, 'ask': 1275.41, 'lastTraded': None}","{'bid': 1276.28, 'ask': 1276.58, 'lastTraded': None}","{'bid': 1274.82, 'ask': 1275.12, 'lastTraded': None}",10077
246,2019/05/21 12:00:00,2019-05-21T11:00:00,"{'bid': 1275.13, 'ask': 1275.43, 'lastTraded': None}","{'bid': 1271.84, 'ask': 1272.14, 'lastTraded': None}","{'bid': 1275.3, 'ask': 1275.6, 'lastTraded': None}","{'bid': 1270.63, 'ask': 1270.93, 'lastTraded': None}",20801
247,2019/05/21 14:00:00,2019-05-21T13:00:00,"{'bid': 1271.83, 'ask': 1272.13, 'lastTraded': None}","{'bid': 1273.67, 'ask': 1273.97, 'lastTraded': None}","{'bid': 1274.59, 'ask': 1275.02, 'lastTraded': None}","{'bid': 1269.42, 'ask': 1269.72, 'lastTraded': None}",28589
248,2019/05/21 16:00:00,2019-05-21T15:00:00,"{'bid': 1273.66, 'ask': 1273.96, 'lastTraded': None}","{'bid': 1273.18, 'ask': 1273.48, 'lastTraded': None}","{'bid': 1274.84, 'ask': 1275.14, 'lastTraded': None}","{'bid': 1273.01, 'ask': 1273.31, 'lastTraded': None}",18286
249,2019/05/21 18:00:00,2019-05-21T17:00:00,"{'bid': 1273.17, 'ask': 1273.47, 'lastTraded': None}","{'bid': 1274.47, 'ask': 1274.77, 'lastTraded': None}","{'bid': 1274.53, 'ask': 1274.9, 'lastTraded': None}","{'bid': 1272.5, 'ask': 1272.8, 'lastTraded': None}",9981
250,2019/05/21 20:00:00,2019-05-21T19:00:00,"{'bid': 1274.46, 'ask': 1274.76, 'lastTraded': None}","{'bid': 1274.25, 'ask': 1275.15, 'lastTraded': None}","{'bid': 1274.87, 'ask': 1275.32, 'lastTraded': None}","{'bid': 1274.21, 'ask': 1274.51, 'lastTraded': None}",5108
251,2019/05/21 22:00:00,2019-05-21T21:00:00,"{'bid': 1274.56, 'ask': 1274.86, 'lastTraded': None}","{'bid': 1274.39, 'ask': 1274.89, 'lastTraded': None}","{'bid': 1274.73, 'ask': 1275.11, 'lastTraded': None}","{'bid': 1273.94, 'ask': 1274.37, 'lastTraded': None}",2189
252,2019/05/22 00:00:00,2019-05-21T23:00:00,"{'bid': 1274.48, 'ask': 1274.78, 'lastTraded': None}","{'bid': 1274.1, 'ask': 1274.4, 'lastTraded': None}","{'bid': 1275.24, 'ask': 1275.56, 'lastTraded': None}","{'bid': 1274.07, 'ask': 1274.37, 'lastTraded': None}",6967
253,2019/05/22 02:00:00,2019-05-22T01:00:00,"{'bid': 1274.09, 'ask': 1274.39, 'lastTraded': None}","{'bid': 1273.47, 'ask': 1273.77, 'lastTraded': None}","{'bid': 1274.73, 'ask': 1275.03, 'lastTraded': None}","{'bid': 1273.04, 'ask': 1273.42, 'lastTraded': None}",8849
254,2019/05/22 04:00:00,2019-05-22T03:00:00,"{'bid': 1273.49, 'ask': 1273.79, 'lastTraded': None}","{'bid': 1273.64, 'ask': 1273.94, 'lastTraded': None}","{'bid': 1274.3, 'ask': 1274.6, 'lastTraded': None}","{'bid': 1273.31, 'ask': 1273.66, 'lastTraded': None}",5910
255,2019/05/22 06:00:00,2019-05-22T05:00:00,"{'bid': 1273.65, 'ask': 1273.95, 'lastTraded': None}","{'bid': 1273.52, 'ask': 1273.82, 'lastTraded': None}","{'bid': 1273.93, 'ask': 1274.3, 'lastTraded': None}","{'bid': 1272.44, 'ask': 1272.74, 'lastTraded': None}",10351
256,2019/05/22 08:00:00,2019-05-22T07:00:00,"{'bid': 1273.51, 'ask': 1273.81, 'lastTraded': None}","{'bid': 1274.35, 'ask': 1274.65, 'lastTraded': None}","{'bid': 1274.64, 'ask': 1274.94, 'lastTraded': None}","{'bid': 1272.41, 'ask': 1272.71, 'lastTraded': None}",12465
257,2019/05/22 10:00:00,2019-05-22T09:00:00,"{'bid': 1274.39, 'ask': 1274.69, 'lastTraded': None}","{'bid': 1273.92, 'ask': 1274.22, 'lastTraded': None}","{'bid': 1274.71, 'ask': 1275.01, 'lastTraded': None}","{'bid': 1273.46, 'ask': 1273.76, 'lastTraded': None}",9302
258,2019/05/22 12:00:00,2019-05-22T11:00:00,"{'bid': 1273.93, 'ask': 1274.23, 'lastTraded': None}","{'bid': 1275.59, 'ask': 1275.89, 'lastTraded': None}","{'bid': 1277.24, 'ask': 1277.54, 'lastTraded': None}","{'bid': 1273.71, 'ask': 1274.01, 'lastTraded': None}",18629
259,2019/05/22 14:00:00,2019-05-22T13:00:00,"{'bid': 1275.58, 'ask': 1275.88, 'lastTraded': None}","{'bid': 1275.16, 'ask': 1275.46, 'lastTraded': None}","{'bid': 1276.01, 'ask': 1276.31, 'lastTraded': None}","{'bid': 1272.98, 'ask': 1273.34, 'lastTraded': None}",25105
260,2019/05/22 16:00:00,2019-05-22T15:00:00,"{'bid': 1275.19, 'ask': 1275.49, 'lastTraded': None}","{'bid': 1274.66, 'ask': 1274.96, 'lastTraded': None}","{'bid': 1276.48, 'ask': 1276.78, 'lastTraded': None}","{'bid': 1274.28, 'ask': 1274.58, 'lastTraded': None}",15588
261,2019/05/22 18:00:00,2019-05-22T17:00:00,"{'bid': 1274.67, 'ask': 1274.97, 'lastTraded': None}","{'bid': 1273.69, 'ask': 1273.99, 'lastTraded': None}","{'bid': 1274.94, 'ask': 1275.24, 'lastTraded': None}","{'bid': 1273.41, 'ask': 1273.78, 'lastTraded': None}",10110
262,2019/05/22 20:00:00,2019-05-22T19:00:00,"{'bid': 1273.67, 'ask': 1273.97, 'lastTraded': None}","{'bid': 1273.02, 'ask': 1273.52, 'lastTraded': None}","{'bid': 1273.96, 'ask': 1274.36, 'lastTraded': None}","{'bid': 1273.0, 'ask': 1273.5, 'lastTraded': None}",6103
263,2019/05/22 22:00:00,2019-05-22T21:00:00,"{'bid': 1273.64, 'ask': 1273.94, 'lastTraded': None}","{'bid': 1273.73, 'ask': 1274.03, 'lastTraded': None}","{'bid': 1273.86, 'ask': 1274.29, 'lastTraded': None}","{'bid': 1273.28, 'ask': 1273.72, 'lastTraded': None}",1573
264,2019/05/23 00:00:00,2019-05-22T23:00:00,"{'bid': 1273.71, 'ask': 1274.01, 'lastTraded': None}","{'bid': 1274.02, 'ask': 1274.32, 'lastTraded': None}","{'bid': 1274.57, 'ask': 1274.95, 'lastTraded': None}","{'bid': 1273.34, 'ask': 1273.75, 'lastTraded': None}",8154
265,2019/05/23 02:00:00,2019-05-23T01:00:00,"{'bid': 1274.04, 'ask': 1274.34, 'lastTraded': None}","{'bid': 1273.44, 'ask': 1273.74, 'lastTraded': None}","{'bid': 1274.41, 'ask': 1274.74, 'lastTraded': None}","{'bid': 1273.28, 'ask': 1273.58, 'lastTraded': None}",9242
266,2019/05/23 04:00:00,2019-05-23T03:00:00,"{'bid': 1273.43, 'ask': 1273.73, 'lastTraded': None}","{'bid': 1273.02, 'ask': 1273.32, 'lastTraded': None}","{'bid': 1273.63, 'ask': 1273.93, 'lastTraded': None}","{'bid': 1272.7, 'ask': 1273.0, 'lastTraded': None}",7232
267,2019/05/23 06:00:00,2019-05-23T05:00:00,"{'bid': 1273.03, 'ask': 1273.33, 'lastTraded': None}","{'bid': 1273.92, 'ask': 1274.22, 'lastTraded': None}","{'bid': 1275.1, 'ask': 1275.4, 'lastTraded': None}","{'bid': 1272.75, 'ask': 1273.05, 'lastTraded': None}",10700
268,2019/05/23 08:00:00,2019-05-23T07:00:00,"{'bid': 1273.93, 'ask': 1274.23, 'lastTraded': None}","{'bid': 1275.75, 'ask': 1276.05, 'lastTraded': None}","{'bid': 1276.5, 'ask': 1276.8, 'lastTraded': None}","{'bid': 1273.29, 'ask': 1273.59, 'lastTraded': None}",18648
269,2019/05/23 10:00:00,2019-05-23T09:00:00,"{'bid': 1275.74, 'ask': 1276.04, 'lastTraded': None}","{'bid': 1277.54, 'ask': 1277.84, 'lastTraded': None}","{'bid': 1277.73, 'ask': 1278.03, 'lastTraded': None}","{'bid': 1275.2, 'ask': 1275.5, 'lastTraded': None}",14053
270,2019/05/23 12:00:00,2019-05-23T11:00:00,"{'bid': 1277.53, 'ask': 1277.83, 'lastTraded': None}","{'bid': 1282.69, 'ask': 1282.99, 'lastTraded': None}","{'bid': 1283.7, 'ask': 1284.0, 'lastTraded': None}","{'bid': 1276.58, 'ask': 1276.88, 'lastTraded': None}",22587
271,2019/05/23 14:00:00,2019-05-23T13:00:00,"{'bid': 1282.68, 'ask': 1282.98, 'lastTraded': None}","{'bid': 1285.37, 'ask': 1285.67, 'lastTraded': None}","{'bid': 1286.32, 'ask': 1286.62, 'lastTraded': None}","{'bid': 1279.17, 'ask': 1279.47, 'lastTraded': None}",37985
272,2019/05/23 16:00:00,2019-05-23T15:00:00,"{'bid': 1285.41, 'ask': 1285.71, 'lastTraded': None}","{'bid': 1285.67, 'ask': 1285.97, 'lastTraded': None}","{'bid': 1287.21, 'ask': 1287.51, 'lastTraded': None}","{'bid': 1284.87, 'ask': 1285.17, 'lastTraded': None}",25188
273,2019/05/23 18:00:00,2019-05-23T17:00:00,"{'bid': 1285.68, 'ask': 1285.98, 'lastTraded': None}","{'bid': 1284.98, 'ask': 1285.28, 'lastTraded': None}","{'bid': 1286.73, 'ask': 1287.03, 'lastTraded': None}","{'bid': 1284.16, 'ask': 1284.46, 'lastTraded': None}",16336
274,2019/05/23 20:00:00,2019-05-23T19:00:00,"{'bid': 1284.97, 'ask': 1285.27, 'lastTraded': None}","{'bid': 1283.07, 'ask': 1283.57, 'lastTraded': None}","{'bid': 1285.39, 'ask': 1285.69, 'lastTraded': None}","{'bid': 1283.07, 'ask': 1283.55, 'lastTraded': None}",10739
275,2019/05/23 22:00:00,2019-05-23T21:00:00,"{'bid': 1283.43, 'ask': 1283.73, 'lastTraded': None}","{'bid': 1283.93, 'ask': 1284.23, 'lastTraded': None}","{'bid': 1284.13, 'ask': 1284.43, 'lastTraded': None}","{'bid': 1282.92, 'ask': 1283.39, 'lastTraded': None}",2329
276,2019/05/24 00:00:00,2019-05-23T23:00:00,"{'bid': 1283.95, 'ask': 1284.25, 'lastTraded': None}","{'bid': 1283.48, 'ask': 1283.78, 'lastTraded': None}","{'bid': 1284.33, 'ask': 1284.63, 'lastTraded': None}","{'bid': 1282.72, 'ask': 1283.02, 'lastTraded': None}",7872
277,2019/05/24 02:00:00,2019-05-24T01:00:00,"{'bid': 1283.47, 'ask': 1283.77, 'lastTraded': None}","{'bid': 1283.74, 'ask': 1284.04, 'lastTraded': None}","{'bid': 1283.94, 'ask': 1284.24, 'lastTraded': None}","{'bid': 1282.35, 'ask': 1282.7, 'lastTraded': None}",12099
278,2019/05/24 04:00:00,2019-05-24T03:00:00,"{'bid': 1283.73, 'ask': 1284.03, 'lastTraded': None}","{'bid': 1283.72, 'ask': 1284.02, 'lastTraded': None}","{'bid': 1284.48, 'ask': 1284.78, 'lastTraded': None}","{'bid': 1283.1, 'ask': 1283.4, 'lastTraded': None}",8532
279,2019/05/24 06:00:00,2019-05-24T05:00:00,"{'bid': 1283.73, 'ask': 1284.03, 'lastTraded': None}","{'bid': 1283.05, 'ask': 1283.35, 'lastTraded': None}","{'bid': 1285.14, 'ask': 1285.44, 'lastTraded': None}","{'bid': 1282.79, 'ask': 1283.09, 'lastTraded': None}",13926
280,2019/05/24 08:00:00,2019-05-24T07:00:00,"{'bid': 1283.03, 'ask': 1283.33, 'lastTraded': None}","{'bid': 1282.03, 'ask': 1282.33, 'lastTraded': None}","{'bid': 1284.58, 'ask': 1284.88, 'lastTraded': None}","{'bid': 1281.57, 'ask': 1281.87, 'lastTraded': None}",17560
281,2019/05/24 10:00:00,2019-05-24T09:00:00,"{'bid': 1282.05, 'ask': 1282.35, 'lastTraded': None}","{'bid': 1281.5, 'ask': 1281.8, 'lastTraded': None}","{'bid': 1282.45, 'ask': 1282.75, 'lastTraded': None}","{'bid': 1280.78, 'ask': 1281.08, 'lastTraded': None}",14810
282,2019/05/24 12:00:00,2019-05-24T11:00:00,"{'bid': 1281.51, 'ask': 1281.81, 'lastTraded': None}","{'bid': 1283.16, 'ask': 1283.46, 'lastTraded': None}","{'bid': 1284.38, 'ask': 1284.68, 'lastTraded': None}","{'bid': 1281.07, 'ask': 1281.37, 'lastTraded': None}",18206
283,2019/05/24 14:00:00,2019-05-24T13:00:00,"{'bid': 1283.17, 'ask': 1283.47, 'lastTraded': None}","{'bid': 1283.9, 'ask': 1284.2, 'lastTraded': None}","{'bid': 1284.37, 'ask': 1284.67, 'lastTraded': None}","{'bid': 1280.68, 'ask': 1280.98, 'lastTraded': None}",27180
284,2019/05/24 16:00:00,2019-05-24T15:00:00,"{'bid': 1283.91, 'ask': 1284.21, 'lastTraded': None}","{'bid': 1284.47, 'ask': 1284.77, 'lastTraded': None}","{'bid': 1284.96, 'ask': 1285.26, 'lastTraded': None}","{'bid': 1283.27, 'ask': 1283.57, 'lastTraded': None}",15546
285,2019/05/24 18:00:00,2019-05-24T17:00:00,"{'bid': 1284.48, 'ask': 1284.78, 'lastTraded': None}","{'bid': 1284.3, 'ask': 1284.6, 'lastTraded': None}","{'bid': 1284.98, 'ask': 1285.28, 'lastTraded': None}","{'bid': 1283.99, 'ask': 1284.29, 'lastTraded': None}",8100
286,2019/05/24 20:00:00,2019-05-24T19:00:00,"{'bid': 1284.29, 'ask': 1284.59, 'lastTraded': None}","{'bid': 1284.47, 'ask': 1285.37, 'lastTraded': None}","{'bid': 1284.96, 'ask': 1285.44, 'lastTraded': None}","{'bid': 1284.12, 'ask': 1284.42, 'lastTraded': None}",5096
287,2019/05/26 22:00:00,2019-05-26T21:00:00,"{'bid': 1285.63, 'ask': 1285.93, 'lastTraded': None}","{'bid': 1284.77, 'ask': 1285.07, 'lastTraded': None}","{'bid': 1285.64, 'ask': 1286.03, 'lastTraded': None}","{'bid': 1284.72, 'ask': 1285.02, 'lastTraded': None}",1618
288,2019/05/27 00:00:00,2019-05-26T23:00:00,"{'bid': 1284.64, 'ask': 1285.14, 'lastTraded': None}","{'bid': 1284.62, 'ask': 1284.92, 'lastTraded': None}","{'bid': 1284.93, 'ask': 1285.23, 'lastTraded': None}","{'bid': 1283.7, 'ask': 1284.0, 'lastTraded': None}",7666
289,2019/05/27 02:00:00,2019-05-27T01:00:00,"{'bid': 1284.63, 'ask': 1284.93, 'lastTraded': None}","{'bid': 1286.64, 'ask': 1286.94, 'lastTraded': None}","{'bid': 1287.32, 'ask': 1287.62, 'lastTraded': None}","{'bid': 1284.59, 'ask': 1284.89, 'lastTraded': None}",12278
290,2019/05/27 04:00:00,2019-05-27T03:00:00,"{'bid': 1286.61, 'ask': 1286.91, 'lastTraded': None}","{'bid': 1286.77, 'ask': 1287.07, 'lastTraded': None}","{'bid': 1287.26, 'ask': 1287.56, 'lastTraded': None}","{'bid': 1286.52, 'ask': 1286.82, 'lastTraded': None}",5415
291,2019/05/27 06:00:00,2019-05-27T05:00:00,"{'bid': 1286.73, 'ask': 1287.03, 'lastTraded': None}","{'bid': 1285.93, 'ask': 1286.23, 'lastTraded': None}","{'bid': 1287.11, 'ask': 1287.41, 'lastTraded': None}","{'bid': 1285.52, 'ask': 1285.82, 'lastTraded': None}",8229
292,2019/05/27 08:00:00,2019-05-27T07:00:00,"{'bid': 1285.92, 'ask': 1286.22, 'lastTraded': None}","{'bid': 1286.01, 'ask': 1286.31, 'lastTraded': None}","{'bid': 1286.9, 'ask': 1287.2, 'lastTraded': None}","{'bid': 1285.19, 'ask': 1285.49, 'lastTraded': None}",8391
293,2019/05/27 10:00:00,2019-05-27T09:00:00,"{'bid': 1286.0, 'ask': 1286.3, 'lastTraded': None}","{'bid': 1285.8, 'ask': 1286.1, 'lastTraded': None}","{'bid': 1286.46, 'ask': 1286.76, 'lastTraded': None}","{'bid': 1285.48, 'ask': 1285.78, 'lastTraded': None}",5057
294,2019/05/27 12:00:00,2019-05-27T11:00:00,"{'bid': 1285.81, 'ask': 1286.11, 'lastTraded': None}","{'bid': 1285.5, 'ask': 1285.8, 'lastTraded': None}","{'bid': 1286.37, 'ask': 1286.67, 'lastTraded': None}","{'bid': 1284.85, 'ask': 1285.15, 'lastTraded': None}",5533
295,2019/05/27 14:00:00,2019-05-27T13:00:00,"{'bid': 1285.48, 'ask': 1285.78, 'lastTraded': None}","{'bid': 1285.14, 'ask': 1285.44, 'lastTraded': None}","{'bid': 1286.33, 'ask': 1286.63, 'lastTraded': None}","{'bid': 1285.05, 'ask': 1285.35, 'lastTraded': None}",7223
296,2019/05/27 16:00:00,2019-05-27T15:00:00,"{'bid': 1285.15, 'ask': 1285.45, 'lastTraded': None}","{'bid': 1285.01, 'ask': 1285.31, 'lastTraded': None}","{'bid': 1285.39, 'ask': 1285.7, 'lastTraded': None}","{'bid': 1284.63, 'ask': 1285.0, 'lastTraded': None}",4867
297,2019/05/27 22:00:00,2019-05-27T21:00:00,"{'bid': 1285.34, 'ask': 1285.64, 'lastTraded': None}","{'bid': 1285.19, 'ask': 1285.49, 'lastTraded': None}","{'bid': 1285.45, 'ask': 1285.81, 'lastTraded': None}","{'bid': 1285.02, 'ask': 1285.32, 'lastTraded': None}",1188
298,2019/05/28 00:00:00,2019-05-27T23:00:00,"{'bid': 1285.2, 'ask': 1285.5, 'lastTraded': None}","{'bid': 1284.47, 'ask': 1284.77, 'lastTraded': None}","{'bid': 1286.52, 'ask': 1286.82, 'lastTraded': None}","{'bid': 1284.35, 'ask': 1284.65, 'lastTraded': None}",7753
299,2019/05/28 02:00:00,2019-05-28T01:00:00,"{'bid': 1284.46, 'ask': 1284.76, 'lastTraded': None}","{'bid': 1282.97, 'ask': 1283.27, 'lastTraded': None}","{'bid': 1284.68, 'ask': 1284.98, 'lastTraded': None}","{'bid': 1282.58, 'ask': 1282.88, 'lastTraded': None}",12300
300,2019/05/28 04:00:00,2019-05-28T03:00:00,"{'bid': 1282.91, 'ask': 1283.21, 'lastTraded': None}","{'bid': 1282.63, 'ask': 1282.93, 'lastTraded': None}","{'bid': 1283.56, 'ask': 1283.86, 'lastTraded': None}","{'bid': 1282.26, 'ask': 1282.56, 'lastTraded': None}",6537
301,2019/05/28 06:00:00,2019-05-28T05:00:00,"{'bid': 1282.62, 'ask': 1282.92, 'lastTraded': None}","{'bid': 1282.96, 'ask': 1283.26, 'lastTraded': None}","{'bid': 1284.01, 'ask': 1284.31, 'lastTraded': None}","{'bid': 1282.29, 'ask': 1282.59, 'lastTraded': None}",10719
302,2019/05/28 08:00:00,2019-05-28T07:00:00,"{'bid': 1282.98, 'ask': 1283.28, 'lastTraded': None}","{'bid': 1284.66, 'ask': 1284.96, 'lastTraded': None}","{'bid': 1285.11, 'ask': 1285.41, 'lastTraded': None}","{'bid': 1282.66, 'ask': 1282.96, 'lastTraded': None}",18636
303,2019/05/28 10:00:00,2019-05-28T09:00:00,"{'bid': 1284.65, 'ask': 1284.95, 'lastTraded': None}","{'bid': 1283.75, 'ask': 1284.05, 'lastTraded': None}","{'bid': 1284.95, 'ask': 1285.25, 'lastTraded': None}","{'bid': 1283.08, 'ask': 1283.38, 'lastTraded': None}",13953
304,2019/05/28 12:00:00,2019-05-28T11:00:00,"{'bid': 1283.76, 'ask': 1284.06, 'lastTraded': None}","{'bid': 1279.15, 'ask': 1279.45, 'lastTraded': None}","{'bid': 1284.38, 'ask': 1284.68, 'lastTraded': None}","{'bid': 1276.74, 'ask': 1277.04, 'lastTraded': None}",21466
305,2019/05/28 14:00:00,2019-05-28T13:00:00,"{'bid': 1279.19, 'ask': 1279.49, 'lastTraded': None}","{'bid': 1278.69, 'ask': 1278.99, 'lastTraded': None}","{'bid': 1280.32, 'ask': 1280.62, 'lastTraded': None}","{'bid': 1276.06, 'ask': 1276.36, 'lastTraded': None}",29611
306,2019/05/28 16:00:00,2019-05-28T15:00:00,"{'bid': 1278.7, 'ask': 1279.0, 'lastTraded': None}","{'bid': 1277.76, 'ask': 1278.06, 'lastTraded': None}","{'bid': 1280.16, 'ask': 1280.46, 'lastTraded': None}","{'bid': 1277.62, 'ask': 1277.92, 'lastTraded': None}",19074
307,2019/05/28 18:00:00,2019-05-28T17:00:00,"{'bid': 1277.75, 'ask': 1278.05, 'lastTraded': None}","{'bid': 1278.36, 'ask': 1278.66, 'lastTraded': None}","{'bid': 1278.64, 'ask': 1278.94, 'lastTraded': None}","{'bid': 1277.49, 'ask': 1277.79, 'lastTraded': None}",11145
308,2019/05/28 20:00:00,2019-05-28T19:00:00,"{'bid': 1278.37, 'ask': 1278.67, 'lastTraded': None}","{'bid': 1279.03, 'ask': 1279.53, 'lastTraded': None}","{'bid': 1280.04, 'ask': 1280.34, 'lastTraded': None}","{'bid': 1278.32, 'ask': 1278.62, 'lastTraded': None}",8687
309,2019/05/28 22:00:00,2019-05-28T21:00:00,"{'bid': 1279.39, 'ask': 1279.89, 'lastTraded': None}","{'bid': 1279.29, 'ask': 1279.59, 'lastTraded': None}","{'bid': 1279.7, 'ask': 1280.04, 'lastTraded': None}","{'bid': 1279.27, 'ask': 1279.57, 'lastTraded': None}",1436
310,2019/05/29 00:00:00,2019-05-28T23:00:00,"{'bid': 1279.32, 'ask': 1279.62, 'lastTraded': None}","{'bid': 1280.89, 'ask': 1281.19, 'lastTraded': None}","{'bid': 1281.9, 'ask': 1282.2, 'lastTraded': None}","{'bid': 1279.05, 'ask': 1279.35, 'lastTraded': None}",9840
311,2019/05/29 02:00:00,2019-05-29T01:00:00,"{'bid': 1280.88, 'ask': 1281.18, 'lastTraded': None}","{'bid': 1280.04, 'ask': 1280.34, 'lastTraded': None}","{'bid': 1280.88, 'ask': 1281.18, 'lastTraded': None}","{'bid': 1279.0, 'ask': 1279.3, 'lastTraded': None}",13516
312,2019/05/29 04:00:00,2019-05-29T03:00:00,"{'bid': 1280.05, 'ask': 1280.35, 'lastTraded': None}","{'bid': 1281.3, 'ask': 1281.6, 'lastTraded': None}","{'bid': 1281.38, 'ask': 1281.73, 'lastTraded': None}","{'bid': 1279.34, 'ask': 1279.64, 'lastTraded': None}",7166
313,2019/05/29 06:00:00,2019-05-29T05:00:00,"{'bid': 1281.28, 'ask': 1281.58, 'lastTraded': None}","{'bid': 1283.87, 'ask': 1284.17, 'lastTraded': None}","{'bid': 1284.23, 'ask': 1284.53, 'lastTraded': None}","{'bid': 1280.58, 'ask': 1280.88, 'lastTraded': None}",14390
314,2019/05/29 08:00:00,2019-05-29T07:00:00,"{'bid': 1283.84, 'ask': 1284.14, 'lastTraded': None}","{'bid': 1283.65, 'ask': 1283.95, 'lastTraded': None}","{'bid': 1285.39, 'ask': 1285.69, 'lastTraded': None}","{'bid': 1282.97, 'ask': 1283.27, 'lastTraded': None}",20838
315,2019/05/29 10:00:00,2019-05-29T09:00:00,"{'bid': 1283.64, 'ask': 1283.94, 'lastTraded': None}","{'bid': 1283.09, 'ask': 1283.39, 'lastTraded': None}","{'bid': 1284.29, 'ask': 1284.59, 'lastTraded': None}","{'bid': 1282.31, 'ask': 1282.61, 'lastTraded': None}",13534
316,2019/05/29 12:00:00,2019-05-29T11:00:00,"{'bid': 1283.02, 'ask': 1283.32, 'lastTraded': None}","{'bid': 1282.66, 'ask': 1282.96, 'lastTraded': None}","{'bid': 1285.5, 'ask': 1285.8, 'lastTraded': None}","{'bid': 1281.78, 'ask': 1282.08, 'lastTraded': None}",19505
317,2019/05/29 14:00:00,2019-05-29T13:00:00,"{'bid': 1282.65, 'ask': 1282.95, 'lastTraded': None}","{'bid': 1282.14, 'ask': 1282.44, 'lastTraded': None}","{'bid': 1284.63, 'ask': 1284.93, 'lastTraded': None}","{'bid': 1280.22, 'ask': 1280.52, 'lastTraded': None}",29537
