Unnamed: 0,snapshotTime,snapshotTimeUTC,openPrice,closePrice,highPrice,lowPrice,lastTradedVolume
0,2019/04/23 00:00:00,2019-04-22T23:00:00,"{'bid': 1274.56, 'ask': 1274.86, 'lastTraded': None}","{'bid': 1275.65, 'ask': 1275.95, 'lastTraded': None}","{'bid': 1275.69, 'ask': 1275.99, 'lastTraded': None}","{'bid': 1273.43, 'ask': 1273.81, 'lastTraded': None}",5765
1,2019/04/23 02:00:00,2019-04-23T01:00:00,"{'bid': 1275.64, 'ask': 1275.94, 'lastTraded': None}","{'bid': 1275.05, 'ask': 1275.35, 'lastTraded': None}","{'bid': 1276.46, 'ask': 1276.79, 'lastTraded': None}","{'bid': 1274.59, 'ask': 1274.89, 'lastTraded': None}",11565
2,2019/04/23 04:00:00,2019-04-23T03:00:00,"{'bid': 1275.03, 'ask': 1275.33, 'lastTraded': None}","{'bid': 1274.45, 'ask': 1274.75, 'lastTraded': None}","{'bid': 1275.79, 'ask': 1276.15, 'lastTraded': None}","{'bid': 1274.28, 'ask': 1274.58, 'lastTraded': None}",6114
3,2019/04/23 06:00:00,2019-04-23T05:00:00,"{'bid': 1274.46, 'ask': 1274.76, 'lastTraded': None}","{'bid': 1272.56, 'ask': 1272.86, 'lastTraded': None}","{'bid': 1274.95, 'ask': 1275.25, 'lastTraded': None}","{'bid': 1271.98, 'ask': 1272.28, 'lastTraded': None}",13447
4,2019/04/23 08:00:00,2019-04-23T07:00:00,"{'bid': 1272.55, 'ask': 1272.85, 'lastTraded': None}","{'bid': 1273.19, 'ask': 1273.49, 'lastTraded': None}","{'bid': 1274.37, 'ask': 1274.67, 'lastTraded': None}","{'bid': 1272.26, 'ask': 1272.56, 'lastTraded': None}",13084
5,2019/04/23 10:00:00,2019-04-23T09:00:00,"{'bid': 1273.18, 'ask': 1273.48, 'lastTraded': None}","{'bid': 1273.04, 'ask': 1273.34, 'lastTraded': None}","{'bid': 1273.9, 'ask': 1274.2, 'lastTraded': None}","{'bid': 1272.55, 'ask': 1272.85, 'lastTraded': None}",8489
6,2019/04/23 12:00:00,2019-04-23T11:00:00,"{'bid': 1273.05, 'ask': 1273.35, 'lastTraded': None}","{'bid': 1267.6, 'ask': 1267.9, 'lastTraded': None}","{'bid': 1273.8, 'ask': 1274.1, 'lastTraded': None}","{'bid': 1267.3, 'ask': 1267.6, 'lastTraded': None}",20650
7,2019/04/23 14:00:00,2019-04-23T13:00:00,"{'bid': 1267.59, 'ask': 1267.89, 'lastTraded': None}","{'bid': 1269.02, 'ask': 1269.32, 'lastTraded': None}","{'bid': 1270.14, 'ask': 1270.44, 'lastTraded': None}","{'bid': 1266.23, 'ask': 1266.53, 'lastTraded': None}",29021
8,2019/04/23 16:00:00,2019-04-23T15:00:00,"{'bid': 1269.0, 'ask': 1269.3, 'lastTraded': None}","{'bid': 1272.59, 'ask': 1272.89, 'lastTraded': None}","{'bid': 1272.85, 'ask': 1273.15, 'lastTraded': None}","{'bid': 1268.35, 'ask': 1268.65, 'lastTraded': None}",19306
9,2019/04/23 18:00:00,2019-04-23T17:00:00,"{'bid': 1272.61, 'ask': 1272.91, 'lastTraded': None}","{'bid': 1270.67, 'ask': 1270.97, 'lastTraded': None}","{'bid': 1273.04, 'ask': 1273.34, 'lastTraded': None}","{'bid': 1270.24, 'ask': 1270.54, 'lastTraded': None}",10246
10,2019/04/23 20:00:00,2019-04-23T19:00:00,"{'bid': 1270.6, 'ask': 1270.9, 'lastTraded': None}","{'bid': 1272.12, 'ask': 1272.62, 'lastTraded': None}","{'bid': 1272.41, 'ask': 1272.88, 'lastTraded': None}","{'bid': 1270.55, 'ask': 1270.85, 'lastTraded': None}",5412
11,2019/04/23 22:00:00,2019-04-23T21:00:00,"{'bid': 1272.18, 'ask': 1272.48, 'lastTraded': None}","{'bid': 1271.5, 'ask': 1271.8, 'lastTraded': None}","{'bid': 1272.29, 'ask': 1272.59, 'lastTraded': None}","{'bid': 1271.38, 'ask': 1271.68, 'lastTraded': None}",1498
12,2019/04/24 00:00:00,2019-04-23T23:00:00,"{'bid': 1271.49, 'ask': 1271.79, 'lastTraded': None}","{'bid': 1270.51, 'ask': 1270.81, 'lastTraded': None}","{'bid': 1272.05, 'ask': 1272.35, 'lastTraded': None}","{'bid': 1270.44, 'ask': 1270.74, 'lastTraded': None}",6420
13,2019/04/24 02:00:00,2019-04-24T01:00:00,"{'bid': 1270.5, 'ask': 1270.8, 'lastTraded': None}","{'bid': 1269.69, 'ask': 1269.99, 'lastTraded': None}","{'bid': 1271.19, 'ask': 1271.49, 'lastTraded': None}","{'bid': 1269.55, 'ask': 1269.85, 'lastTraded': None}",11227
14,2019/04/24 04:00:00,2019-04-24T03:00:00,"{'bid': 1269.7, 'ask': 1270.0, 'lastTraded': None}","{'bid': 1269.87, 'ask': 1270.17, 'lastTraded': None}","{'bid': 1270.14, 'ask': 1270.44, 'lastTraded': None}","{'bid': 1268.68, 'ask': 1268.98, 'lastTraded': None}",8415
15,2019/04/24 06:00:00,2019-04-24T05:00:00,"{'bid': 1269.88, 'ask': 1270.18, 'lastTraded': None}","{'bid': 1270.28, 'ask': 1270.58, 'lastTraded': None}","{'bid': 1270.78, 'ask': 1271.08, 'lastTraded': None}","{'bid': 1269.32, 'ask': 1269.62, 'lastTraded': None}",10346
16,2019/04/24 08:00:00,2019-04-24T07:00:00,"{'bid': 1270.32, 'ask': 1270.62, 'lastTraded': None}","{'bid': 1273.54, 'ask': 1273.84, 'lastTraded': None}","{'bid': 1273.86, 'ask': 1274.16, 'lastTraded': None}","{'bid': 1269.46, 'ask': 1269.76, 'lastTraded': None}",16474
17,2019/04/24 10:00:00,2019-04-24T09:00:00,"{'bid': 1273.52, 'ask': 1273.82, 'lastTraded': None}","{'bid': 1271.32, 'ask': 1271.62, 'lastTraded': None}","{'bid': 1273.84, 'ask': 1274.14, 'lastTraded': None}","{'bid': 1271.22, 'ask': 1271.52, 'lastTraded': None}",12189
18,2019/04/24 12:00:00,2019-04-24T11:00:00,"{'bid': 1271.27, 'ask': 1271.57, 'lastTraded': None}","{'bid': 1270.87, 'ask': 1271.17, 'lastTraded': None}","{'bid': 1274.09, 'ask': 1274.39, 'lastTraded': None}","{'bid': 1270.22, 'ask': 1270.52, 'lastTraded': None}",18362
19,2019/04/24 14:00:00,2019-04-24T13:00:00,"{'bid': 1270.86, 'ask': 1271.16, 'lastTraded': None}","{'bid': 1274.05, 'ask': 1274.35, 'lastTraded': None}","{'bid': 1274.76, 'ask': 1275.06, 'lastTraded': None}","{'bid': 1270.08, 'ask': 1270.38, 'lastTraded': None}",26366
20,2019/04/24 16:00:00,2019-04-24T15:00:00,"{'bid': 1274.02, 'ask': 1274.32, 'lastTraded': None}","{'bid': 1275.73, 'ask': 1276.03, 'lastTraded': None}","{'bid': 1278.44, 'ask': 1278.74, 'lastTraded': None}","{'bid': 1273.58, 'ask': 1273.88, 'lastTraded': None}",21395
21,2019/04/24 18:00:00,2019-04-24T17:00:00,"{'bid': 1275.7, 'ask': 1276.0, 'lastTraded': None}","{'bid': 1275.11, 'ask': 1275.41, 'lastTraded': None}","{'bid': 1277.35, 'ask': 1277.65, 'lastTraded': None}","{'bid': 1274.84, 'ask': 1275.14, 'lastTraded': None}",13773
22,2019/04/24 20:00:00,2019-04-24T19:00:00,"{'bid': 1275.09, 'ask': 1275.39, 'lastTraded': None}","{'bid': 1275.34, 'ask': 1276.18, 'lastTraded': None}","{'bid': 1276.36, 'ask': 1276.66, 'lastTraded': None}","{'bid': 1275.01, 'ask': 1275.31, 'lastTraded': None}",7643
23,2019/04/24 22:00:00,2019-04-24T21:00:00,"{'bid': 1275.83, 'ask': 1276.13, 'lastTraded': None}","{'bid': 1274.65, 'ask': 1275.15, 'lastTraded': None}","{'bid': 1275.9, 'ask': 1276.27, 'lastTraded': None}","{'bid': 1274.42, 'ask': 1274.83, 'lastTraded': None}",2395
24,2019/04/25 00:00:00,2019-04-24T23:00:00,"{'bid': 1274.74, 'ask': 1275.04, 'lastTraded': None}","{'bid': 1274.44, 'ask': 1274.74, 'lastTraded': None}","{'bid': 1274.97, 'ask': 1275.27, 'lastTraded': None}","{'bid': 1273.29, 'ask': 1273.59, 'lastTraded': None}",8247
25,2019/04/25 02:00:00,2019-04-25T01:00:00,"{'bid': 1274.45, 'ask': 1274.75, 'lastTraded': None}","{'bid': 1276.25, 'ask': 1276.55, 'lastTraded': None}","{'bid': 1276.47, 'ask': 1276.77, 'lastTraded': None}","{'bid': 1273.52, 'ask': 1273.82, 'lastTraded': None}",11791
26,2019/04/25 04:00:00,2019-04-25T03:00:00,"{'bid': 1276.28, 'ask': 1276.58, 'lastTraded': None}","{'bid': 1275.55, 'ask': 1275.85, 'lastTraded': None}","{'bid': 1276.74, 'ask': 1277.09, 'lastTraded': None}","{'bid': 1275.27, 'ask': 1275.57, 'lastTraded': None}",7625
27,2019/04/25 06:00:00,2019-04-25T05:00:00,"{'bid': 1275.59, 'ask': 1275.89, 'lastTraded': None}","{'bid': 1276.38, 'ask': 1276.68, 'lastTraded': None}","{'bid': 1277.0, 'ask': 1277.3, 'lastTraded': None}","{'bid': 1274.71, 'ask': 1275.01, 'lastTraded': None}",11628
28,2019/04/25 08:00:00,2019-04-25T07:00:00,"{'bid': 1276.39, 'ask': 1276.69, 'lastTraded': None}","{'bid': 1277.05, 'ask': 1277.35, 'lastTraded': None}","{'bid': 1278.47, 'ask': 1278.77, 'lastTraded': None}","{'bid': 1276.11, 'ask': 1276.41, 'lastTraded': None}",17512
29,2019/04/25 10:00:00,2019-04-25T09:00:00,"{'bid': 1277.03, 'ask': 1277.33, 'lastTraded': None}","{'bid': 1276.84, 'ask': 1277.14, 'lastTraded': None}","{'bid': 1278.03, 'ask': 1278.33, 'lastTraded': None}","{'bid': 1276.35, 'ask': 1276.65, 'lastTraded': None}",12244
30,2019/04/25 12:00:00,2019-04-25T11:00:00,"{'bid': 1276.85, 'ask': 1277.15, 'lastTraded': None}","{'bid': 1277.13, 'ask': 1277.43, 'lastTraded': None}","{'bid': 1278.14, 'ask': 1278.44, 'lastTraded': None}","{'bid': 1275.1, 'ask': 1275.42, 'lastTraded': None}",20233
31,2019/04/25 14:00:00,2019-04-25T13:00:00,"{'bid': 1277.12, 'ask': 1277.42, 'lastTraded': None}","{'bid': 1279.64, 'ask': 1279.94, 'lastTraded': None}","{'bid': 1282.55, 'ask': 1282.85, 'lastTraded': None}","{'bid': 1275.97, 'ask': 1276.27, 'lastTraded': None}",30141
32,2019/04/25 16:00:00,2019-04-25T15:00:00,"{'bid': 1279.66, 'ask': 1279.96, 'lastTraded': None}","{'bid': 1277.74, 'ask': 1278.04, 'lastTraded': None}","{'bid': 1280.4, 'ask': 1280.7, 'lastTraded': None}","{'bid': 1276.23, 'ask': 1276.53, 'lastTraded': None}",18179
33,2019/04/25 18:00:00,2019-04-25T17:00:00,"{'bid': 1277.75, 'ask': 1278.05, 'lastTraded': None}","{'bid': 1277.15, 'ask': 1277.45, 'lastTraded': None}","{'bid': 1278.17, 'ask': 1278.47, 'lastTraded': None}","{'bid': 1276.66, 'ask': 1276.96, 'lastTraded': None}",10632
34,2019/04/25 20:00:00,2019-04-25T19:00:00,"{'bid': 1277.14, 'ask': 1277.44, 'lastTraded': None}","{'bid': 1277.17, 'ask': 1277.67, 'lastTraded': None}","{'bid': 1277.65, 'ask': 1277.95, 'lastTraded': None}","{'bid': 1276.45, 'ask': 1276.75, 'lastTraded': None}",6533
35,2019/04/25 22:00:00,2019-04-25T21:00:00,"{'bid': 1276.89, 'ask': 1277.39, 'lastTraded': None}","{'bid': 1277.94, 'ask': 1278.24, 'lastTraded': None}","{'bid': 1277.97, 'ask': 1278.37, 'lastTraded': None}","{'bid': 1276.89, 'ask': 1277.39, 'lastTraded': None}",2176
36,2019/04/26 00:00:00,2019-04-25T23:00:00,"{'bid': 1277.93, 'ask': 1278.23, 'lastTraded': None}","{'bid': 1278.07, 'ask': 1278.37, 'lastTraded': None}","{'bid': 1279.01, 'ask': 1279.31, 'lastTraded': None}","{'bid': 1277.43, 'ask': 1277.73, 'lastTraded': None}",9950
37,2019/04/26 02:00:00,2019-04-26T01:00:00,"{'bid': 1278.08, 'ask': 1278.38, 'lastTraded': None}","{'bid': 1280.67, 'ask': 1280.97, 'lastTraded': None}","{'bid': 1280.98, 'ask': 1281.28, 'lastTraded': None}","{'bid': 1277.93, 'ask': 1278.23, 'lastTraded': None}",14601
38,2019/04/26 04:00:00,2019-04-26T03:00:00,"{'bid': 1280.68, 'ask': 1280.98, 'lastTraded': None}","{'bid': 1280.04, 'ask': 1280.34, 'lastTraded': None}","{'bid': 1280.68, 'ask': 1280.98, 'lastTraded': None}","{'bid': 1279.39, 'ask': 1279.69, 'lastTraded': None}",6332
39,2019/04/26 06:00:00,2019-04-26T05:00:00,"{'bid': 1280.07, 'ask': 1280.37, 'lastTraded': None}","{'bid': 1281.8, 'ask': 1282.1, 'lastTraded': None}","{'bid': 1282.11, 'ask': 1282.41, 'lastTraded': None}","{'bid': 1279.65, 'ask': 1279.95, 'lastTraded': None}",11209
40,2019/04/26 08:00:00,2019-04-26T07:00:00,"{'bid': 1281.84, 'ask': 1282.14, 'lastTraded': None}","{'bid': 1282.14, 'ask': 1282.44, 'lastTraded': None}","{'bid': 1283.11, 'ask': 1283.41, 'lastTraded': None}","{'bid': 1281.02, 'ask': 1281.32, 'lastTraded': None}",13927
41,2019/04/26 10:00:00,2019-04-26T09:00:00,"{'bid': 1282.11, 'ask': 1282.41, 'lastTraded': None}","{'bid': 1281.01, 'ask': 1281.31, 'lastTraded': None}","{'bid': 1282.19, 'ask': 1282.49, 'lastTraded': None}","{'bid': 1279.85, 'ask': 1280.15, 'lastTraded': None}",10505
42,2019/04/26 12:00:00,2019-04-26T11:00:00,"{'bid': 1281.0, 'ask': 1281.3, 'lastTraded': None}","{'bid': 1282.47, 'ask': 1282.77, 'lastTraded': None}","{'bid': 1284.02, 'ask': 1284.32, 'lastTraded': None}","{'bid': 1273.99, 'ask': 1274.59, 'lastTraded': None}",25716
43,2019/04/26 14:00:00,2019-04-26T13:00:00,"{'bid': 1282.45, 'ask': 1282.75, 'lastTraded': None}","{'bid': 1286.54, 'ask': 1286.84, 'lastTraded': None}","{'bid': 1287.72, 'ask': 1288.02, 'lastTraded': None}","{'bid': 1281.27, 'ask': 1281.57, 'lastTraded': None}",37765
44,2019/04/26 16:00:00,2019-04-26T15:00:00,"{'bid': 1286.55, 'ask': 1286.85, 'lastTraded': None}","{'bid': 1287.87, 'ask': 1288.17, 'lastTraded': None}","{'bid': 1288.61, 'ask': 1288.91, 'lastTraded': None}","{'bid': 1286.42, 'ask': 1286.72, 'lastTraded': None}",18438
45,2019/04/26 18:00:00,2019-04-26T17:00:00,"{'bid': 1287.91, 'ask': 1288.21, 'lastTraded': None}","{'bid': 1286.51, 'ask': 1286.81, 'lastTraded': None}","{'bid': 1288.3, 'ask': 1288.6, 'lastTraded': None}","{'bid': 1285.91, 'ask': 1286.21, 'lastTraded': None}",10447
46,2019/04/26 20:00:00,2019-04-26T19:00:00,"{'bid': 1286.52, 'ask': 1286.82, 'lastTraded': None}","{'bid': 1285.1, 'ask': 1287.1, 'lastTraded': None}","{'bid': 1286.61, 'ask': 1287.1, 'lastTraded': None}","{'bid': 1284.77, 'ask': 1285.62, 'lastTraded': None}",7751
47,2019/04/28 22:00:00,2019-04-28T21:00:00,"{'bid': 1285.1, 'ask': 1287.1, 'lastTraded': None}","{'bid': 1285.99, 'ask': 1286.29, 'lastTraded': None}","{'bid': 1286.23, 'ask': 1287.1, 'lastTraded': None}","{'bid': 1285.1, 'ask': 1286.01, 'lastTraded': None}",1379
48,2019/04/29 00:00:00,2019-04-28T23:00:00,"{'bid': 1285.94, 'ask': 1286.24, 'lastTraded': None}","{'bid': 1285.12, 'ask': 1285.42, 'lastTraded': None}","{'bid': 1286.6, 'ask': 1286.9, 'lastTraded': None}","{'bid': 1284.85, 'ask': 1285.15, 'lastTraded': None}",6417
49,2019/04/29 02:00:00,2019-04-29T01:00:00,"{'bid': 1285.1, 'ask': 1285.4, 'lastTraded': None}","{'bid': 1286.44, 'ask': 1286.74, 'lastTraded': None}","{'bid': 1286.6, 'ask': 1286.9, 'lastTraded': None}","{'bid': 1285.0, 'ask': 1285.3, 'lastTraded': None}",8464
50,2019/04/29 04:00:00,2019-04-29T03:00:00,"{'bid': 1286.45, 'ask': 1286.75, 'lastTraded': None}","{'bid': 1285.26, 'ask': 1285.56, 'lastTraded': None}","{'bid': 1286.53, 'ask': 1286.83, 'lastTraded': None}","{'bid': 1285.01, 'ask': 1285.31, 'lastTraded': None}",5048
51,2019/04/29 06:00:00,2019-04-29T05:00:00,"{'bid': 1285.27, 'ask': 1285.57, 'lastTraded': None}","{'bid': 1283.48, 'ask': 1283.78, 'lastTraded': None}","{'bid': 1285.51, 'ask': 1285.81, 'lastTraded': None}","{'bid': 1283.42, 'ask': 1283.72, 'lastTraded': None}",8920
52,2019/04/29 08:00:00,2019-04-29T07:00:00,"{'bid': 1283.47, 'ask': 1283.77, 'lastTraded': None}","{'bid': 1282.35, 'ask': 1282.65, 'lastTraded': None}","{'bid': 1283.55, 'ask': 1283.85, 'lastTraded': None}","{'bid': 1280.78, 'ask': 1281.08, 'lastTraded': None}",17921
53,2019/04/29 10:00:00,2019-04-29T09:00:00,"{'bid': 1282.36, 'ask': 1282.66, 'lastTraded': None}","{'bid': 1281.1, 'ask': 1281.4, 'lastTraded': None}","{'bid': 1283.13, 'ask': 1283.43, 'lastTraded': None}","{'bid': 1280.86, 'ask': 1281.16, 'lastTraded': None}",11763
54,2019/04/29 12:00:00,2019-04-29T11:00:00,"{'bid': 1281.09, 'ask': 1281.39, 'lastTraded': None}","{'bid': 1281.56, 'ask': 1281.86, 'lastTraded': None}","{'bid': 1284.42, 'ask': 1284.72, 'lastTraded': None}","{'bid': 1279.79, 'ask': 1280.09, 'lastTraded': None}",19226
55,2019/04/29 14:00:00,2019-04-29T13:00:00,"{'bid': 1281.53, 'ask': 1281.83, 'lastTraded': None}","{'bid': 1279.68, 'ask': 1279.98, 'lastTraded': None}","{'bid': 1281.64, 'ask': 1281.94, 'lastTraded': None}","{'bid': 1278.01, 'ask': 1278.31, 'lastTraded': None}",25114
56,2019/04/29 16:00:00,2019-04-29T15:00:00,"{'bid': 1279.72, 'ask': 1280.02, 'lastTraded': None}","{'bid': 1278.93, 'ask': 1279.23, 'lastTraded': None}","{'bid': 1279.92, 'ask': 1280.22, 'lastTraded': None}","{'bid': 1278.07, 'ask': 1278.37, 'lastTraded': None}",13974
57,2019/04/29 18:00:00,2019-04-29T17:00:00,"{'bid': 1278.94, 'ask': 1279.24, 'lastTraded': None}","{'bid': 1279.93, 'ask': 1280.23, 'lastTraded': None}","{'bid': 1279.95, 'ask': 1280.25, 'lastTraded': None}","{'bid': 1278.73, 'ask': 1279.03, 'lastTraded': None}",8530
58,2019/04/29 20:00:00,2019-04-29T19:00:00,"{'bid': 1279.94, 'ask': 1280.24, 'lastTraded': None}","{'bid': 1279.29, 'ask': 1280.46, 'lastTraded': None}","{'bid': 1280.52, 'ask': 1280.82, 'lastTraded': None}","{'bid': 1279.26, 'ask': 1279.67, 'lastTraded': None}",6437
59,2019/04/29 22:00:00,2019-04-29T21:00:00,"{'bid': 1279.82, 'ask': 1280.12, 'lastTraded': None}","{'bid': 1280.25, 'ask': 1280.55, 'lastTraded': None}","{'bid': 1280.38, 'ask': 1280.68, 'lastTraded': None}","{'bid': 1279.63, 'ask': 1279.99, 'lastTraded': None}",1601
60,2019/04/30 00:00:00,2019-04-29T23:00:00,"{'bid': 1280.24, 'ask': 1280.54, 'lastTraded': None}","{'bid': 1281.82, 'ask': 1282.12, 'lastTraded': None}","{'bid': 1281.85, 'ask': 1282.15, 'lastTraded': None}","{'bid': 1279.89, 'ask': 1280.19, 'lastTraded': None}",5629
61,2019/04/30 02:00:00,2019-04-30T01:00:00,"{'bid': 1281.83, 'ask': 1282.13, 'lastTraded': None}","{'bid': 1281.69, 'ask': 1281.99, 'lastTraded': None}","{'bid': 1282.47, 'ask': 1282.77, 'lastTraded': None}","{'bid': 1280.59, 'ask': 1280.89, 'lastTraded': None}",11049
62,2019/04/30 04:00:00,2019-04-30T03:00:00,"{'bid': 1281.7, 'ask': 1282.0, 'lastTraded': None}","{'bid': 1283.33, 'ask': 1283.63, 'lastTraded': None}","{'bid': 1284.05, 'ask': 1284.35, 'lastTraded': None}","{'bid': 1281.63, 'ask': 1281.93, 'lastTraded': None}",6164
63,2019/04/30 06:00:00,2019-04-30T05:00:00,"{'bid': 1283.34, 'ask': 1283.64, 'lastTraded': None}","{'bid': 1282.61, 'ask': 1282.91, 'lastTraded': None}","{'bid': 1284.14, 'ask': 1284.44, 'lastTraded': None}","{'bid': 1281.71, 'ask': 1282.01, 'lastTraded': None}",11282
64,2019/04/30 08:00:00,2019-04-30T07:00:00,"{'bid': 1282.65, 'ask': 1282.95, 'lastTraded': None}","{'bid': 1283.59, 'ask': 1283.89, 'lastTraded': None}","{'bid': 1284.51, 'ask': 1284.81, 'lastTraded': None}","{'bid': 1282.54, 'ask': 1282.84, 'lastTraded': None}",15432
65,2019/04/30 10:00:00,2019-04-30T09:00:00,"{'bid': 1283.6, 'ask': 1283.9, 'lastTraded': None}","{'bid': 1284.87, 'ask': 1285.17, 'lastTraded': None}","{'bid': 1285.36, 'ask': 1285.66, 'lastTraded': None}","{'bid': 1283.57, 'ask': 1283.87, 'lastTraded': None}",11746
66,2019/04/30 12:00:00,2019-04-30T11:00:00,"{'bid': 1284.86, 'ask': 1285.16, 'lastTraded': None}","{'bid': 1281.26, 'ask': 1281.56, 'lastTraded': None}","{'bid': 1286.16, 'ask': 1286.46, 'lastTraded': None}","{'bid': 1280.66, 'ask': 1280.96, 'lastTraded': None}",20670
67,2019/04/30 14:00:00,2019-04-30T13:00:00,"{'bid': 1281.28, 'ask': 1281.58, 'lastTraded': None}","{'bid': 1281.77, 'ask': 1282.07, 'lastTraded': None}","{'bid': 1285.46, 'ask': 1285.76, 'lastTraded': None}","{'bid': 1279.8, 'ask': 1280.1, 'lastTraded': None}",31034
68,2019/04/30 16:00:00,2019-04-30T15:00:00,"{'bid': 1281.78, 'ask': 1282.08, 'lastTraded': None}","{'bid': 1283.47, 'ask': 1283.77, 'lastTraded': None}","{'bid': 1284.63, 'ask': 1284.93, 'lastTraded': None}","{'bid': 1281.44, 'ask': 1281.74, 'lastTraded': None}",19012
69,2019/04/30 18:00:00,2019-04-30T17:00:00,"{'bid': 1283.48, 'ask': 1283.78, 'lastTraded': None}","{'bid': 1283.88, 'ask': 1284.18, 'lastTraded': None}","{'bid': 1284.25, 'ask': 1284.55, 'lastTraded': None}","{'bid': 1282.68, 'ask': 1282.98, 'lastTraded': None}",10989
70,2019/04/30 20:00:00,2019-04-30T19:00:00,"{'bid': 1283.89, 'ask': 1284.19, 'lastTraded': None}","{'bid': 1283.11, 'ask': 1284.01, 'lastTraded': None}","{'bid': 1284.2, 'ask': 1284.5, 'lastTraded': None}","{'bid': 1282.5, 'ask': 1283.48, 'lastTraded': None}",7204
71,2019/04/30 22:00:00,2019-04-30T21:00:00,"{'bid': 1283.42, 'ask': 1283.72, 'lastTraded': None}","{'bid': 1282.61, 'ask': 1282.91, 'lastTraded': None}","{'bid': 1283.61, 'ask': 1283.91, 'lastTraded': None}","{'bid': 1282.32, 'ask': 1282.62, 'lastTraded': None}",1783
72,2019/05/01 00:00:00,2019-04-30T23:00:00,"{'bid': 1282.66, 'ask': 1282.96, 'lastTraded': None}","{'bid': 1282.51, 'ask': 1282.81, 'lastTraded': None}","{'bid': 1283.57, 'ask': 1283.87, 'lastTraded': None}","{'bid': 1282.36, 'ask': 1282.66, 'lastTraded': None}",5358
73,2019/05/01 02:00:00,2019-05-01T01:00:00,"{'bid': 1282.52, 'ask': 1282.82, 'lastTraded': None}","{'bid': 1279.8, 'ask': 1280.1, 'lastTraded': None}","{'bid': 1282.63, 'ask': 1282.93, 'lastTraded': None}","{'bid': 1279.34, 'ask': 1279.64, 'lastTraded': None}",8072
74,2019/05/01 04:00:00,2019-05-01T03:00:00,"{'bid': 1279.76, 'ask': 1280.06, 'lastTraded': None}","{'bid': 1280.07, 'ask': 1280.37, 'lastTraded': None}","{'bid': 1280.62, 'ask': 1280.92, 'lastTraded': None}","{'bid': 1279.45, 'ask': 1279.75, 'lastTraded': None}",6142
75,2019/05/01 06:00:00,2019-05-01T05:00:00,"{'bid': 1280.06, 'ask': 1280.36, 'lastTraded': None}","{'bid': 1277.96, 'ask': 1278.26, 'lastTraded': None}","{'bid': 1280.2, 'ask': 1280.5, 'lastTraded': None}","{'bid': 1277.96, 'ask': 1278.26, 'lastTraded': None}",7813
76,2019/05/01 08:00:00,2019-05-01T07:00:00,"{'bid': 1277.94, 'ask': 1278.24, 'lastTraded': None}","{'bid': 1280.94, 'ask': 1281.24, 'lastTraded': None}","{'bid': 1281.33, 'ask': 1281.63, 'lastTraded': None}","{'bid': 1277.64, 'ask': 1277.94, 'lastTraded': None}",11433
77,2019/05/01 10:00:00,2019-05-01T09:00:00,"{'bid': 1280.93, 'ask': 1281.23, 'lastTraded': None}","{'bid': 1282.42, 'ask': 1282.72, 'lastTraded': None}","{'bid': 1282.75, 'ask': 1283.05, 'lastTraded': None}","{'bid': 1280.9, 'ask': 1281.2, 'lastTraded': None}",10637
78,2019/05/01 12:00:00,2019-05-01T11:00:00,"{'bid': 1282.39, 'ask': 1282.69, 'lastTraded': None}","{'bid': 1280.53, 'ask': 1280.83, 'lastTraded': None}","{'bid': 1282.65, 'ask': 1282.95, 'lastTraded': None}","{'bid': 1279.65, 'ask': 1279.95, 'lastTraded': None}",19172
79,2019/05/01 14:00:00,2019-05-01T13:00:00,"{'bid': 1280.54, 'ask': 1280.84, 'lastTraded': None}","{'bid': 1281.84, 'ask': 1282.14, 'lastTraded': None}","{'bid': 1285.18, 'ask': 1285.48, 'lastTraded': None}","{'bid': 1280.3, 'ask': 1280.6, 'lastTraded': None}",28380
80,2019/05/01 16:00:00,2019-05-01T15:00:00,"{'bid': 1281.88, 'ask': 1282.18, 'lastTraded': None}","{'bid': 1280.89, 'ask': 1281.19, 'lastTraded': None}","{'bid': 1282.84, 'ask': 1283.14, 'lastTraded': None}","{'bid': 1280.14, 'ask': 1280.44, 'lastTraded': None}",15864
81,2019/05/01 18:00:00,2019-05-01T17:00:00,"{'bid': 1280.9, 'ask': 1281.2, 'lastTraded': None}","{'bid': 1276.25, 'ask': 1276.55, 'lastTraded': None}","{'bid': 1287.2, 'ask': 1287.5, 'lastTraded': None}","{'bid': 1272.85, 'ask': 1273.16, 'lastTraded': None}",33859
82,2019/05/01 20:00:00,2019-05-01T19:00:00,"{'bid': 1276.29, 'ask': 1276.59, 'lastTraded': None}","{'bid': 1276.15, 'ask': 1277.27, 'lastTraded': None}","{'bid': 1276.98, 'ask': 1277.41, 'lastTraded': None}","{'bid': 1274.57, 'ask': 1274.87, 'lastTraded': None}",21655
83,2019/05/01 22:00:00,2019-05-01T21:00:00,"{'bid': 1276.8, 'ask': 1277.1, 'lastTraded': None}","{'bid': 1277.55, 'ask': 1278.05, 'lastTraded': None}","{'bid': 1277.98, 'ask': 1278.46, 'lastTraded': None}","{'bid': 1276.7, 'ask': 1277.09, 'lastTraded': None}",3959
84,2019/05/02 00:00:00,2019-05-01T23:00:00,"{'bid': 1277.51, 'ask': 1278.01, 'lastTraded': None}","{'bid': 1277.01, 'ask': 1277.31, 'lastTraded': None}","{'bid': 1277.73, 'ask': 1278.03, 'lastTraded': None}","{'bid': 1275.97, 'ask': 1276.27, 'lastTraded': None}",6901
