,snapshotTime,snapshotTimeUTC,openPrice,closePrice,highPrice,lowPrice,lastTradedVolume
53,2019/05/03 06:00:00,2019-05-03T05:00:00,"{'bid': 1.11684, 'ask': 1.1169, 'lastTraded': None}","{'bid': 1.11615, 'ask': 1.11621, 'lastTraded': None}","{'bid': 1.11732, 'ask': 1.11738, 'lastTraded': None}","{'bid': 1.116, 'ask': 1.11606, 'lastTraded': None}",7386
54,2019/05/03 08:00:00,2019-05-03T07:00:00,"{'bid': 1.11614, 'ask': 1.1162, 'lastTraded': None}","{'bid': 1.11646, 'ask': 1.11661, 'lastTraded': None}","{'bid': 1.11691, 'ask': 1.11697, 'lastTraded': None}","{'bid': 1.11578, 'ask': 1.11584, 'lastTraded': None}",13475
55,2019/05/03 10:00:00,2019-05-03T09:00:00,"{'bid': 1.1165, 'ask': 1.11665, 'lastTraded': None}","{'bid': 1.11522, 'ask': 1.11528, 'lastTraded': None}","{'bid': 1.11661, 'ask': 1.11674, 'lastTraded': None}","{'bid': 1.11518, 'ask': 1.11524, 'lastTraded': None}",9692
56,2019/05/03 12:00:00,2019-05-03T11:00:00,"{'bid': 1.11523, 'ask': 1.11529, 'lastTraded': None}","{'bid': 1.11598, 'ask': 1.11604, 'lastTraded': None}","{'bid': 1.11644, 'ask': 1.1165, 'lastTraded': None}","{'bid': 1.11344, 'ask': 1.11354, 'lastTraded': None}",22302
57,2019/05/03 14:00:00,2019-05-03T13:00:00,"{'bid': 1.11599, 'ask': 1.11605, 'lastTraded': None}","{'bid': 1.11868, 'ask': 1.11874, 'lastTraded': None}","{'bid': 1.11946, 'ask': 1.11952, 'lastTraded': None}","{'bid': 1.11541, 'ask': 1.11547, 'lastTraded': None}",31216
58,2019/05/03 16:00:00,2019-05-03T15:00:00,"{'bid': 1.11869, 'ask': 1.11875, 'lastTraded': None}","{'bid': 1.11954, 'ask': 1.1196, 'lastTraded': None}","{'bid': 1.12005, 'ask': 1.12011, 'lastTraded': None}","{'bid': 1.1183, 'ask': 1.11838, 'lastTraded': None}",21258
59,2019/05/03 18:00:00,2019-05-03T17:00:00,"{'bid': 1.11957, 'ask': 1.11963, 'lastTraded': None}","{'bid': 1.11935, 'ask': 1.11941, 'lastTraded': None}","{'bid': 1.12001, 'ask': 1.12007, 'lastTraded': None}","{'bid': 1.11897, 'ask': 1.11903, 'lastTraded': None}",8628
60,2019/05/03 20:00:00,2019-05-03T19:00:00,"{'bid': 1.11936, 'ask': 1.11942, 'lastTraded': None}","{'bid': 1.12012, 'ask': 1.12032, 'lastTraded': None}","{'bid': 1.12049, 'ask': 1.12057, 'lastTraded': None}","{'bid': 1.11917, 'ask': 1.11923, 'lastTraded': None}",7470
61,2019/05/05 20:00:00,2019-05-05T19:00:00,"{'bid': 1.11594, 'ask': 1.11652, 'lastTraded': None}","{'bid': 1.11662, 'ask': 1.11772, 'lastTraded': None}","{'bid': 1.11869, 'ask': 1.11979, 'lastTraded': None}","{'bid': 1.11572, 'ask': 1.1165, 'lastTraded': None}",1263
62,2019/05/05 22:00:00,2019-05-05T21:00:00,"{'bid': 1.11663, 'ask': 1.11773, 'lastTraded': None}","{'bid': 1.11942, 'ask': 1.11948, 'lastTraded': None}","{'bid': 1.12002, 'ask': 1.12011, 'lastTraded': None}","{'bid': 1.11643, 'ask': 1.11751, 'lastTraded': None}",11774
63,2019/05/06 00:00:00,2019-05-05T23:00:00,"{'bid': 1.11935, 'ask': 1.1195, 'lastTraded': None}","{'bid': 1.11848, 'ask': 1.11854, 'lastTraded': None}","{'bid': 1.11986, 'ask': 1.11999, 'lastTraded': None}","{'bid': 1.11804, 'ask': 1.1181, 'lastTraded': None}",10215
