,snapshotTime,snapshotTimeUTC,openPrice,closePrice,highPrice,lowPrice,lastTradedVolume
2870,2020/03/23 20:00:00,2020-03-23T20:00:00,"{'bid': 2227.99, 'ask': 2228.99, 'lastTraded': None}","{'bid': 2238.82, 'ask': 2240.92, 'lastTraded': None}","{'bid': 2243.13, 'ask': 2245.23, 'lastTraded': None}","{'bid': 2210.64, 'ask': 2211.84, 'lastTraded': None}",137533
2871,2020/03/23 22:00:00,2020-03-23T22:00:00,"{'bid': 2242.76, 'ask': 2243.96, 'lastTraded': None}","{'bid': 2263.64, 'ask': 2264.84, 'lastTraded': None}","{'bid': 2294.01, 'ask': 2295.21, 'lastTraded': None}","{'bid': 2241.76, 'ask': 2242.96, 'lastTraded': None}",67688
2872,2020/03/24 00:00:00,2020-03-24T00:00:00,"{'bid': 2263.14, 'ask': 2264.34, 'lastTraded': None}","{'bid': 2314.89, 'ask': 2316.09, 'lastTraded': None}","{'bid': 2316.76, 'ask': 2317.96, 'lastTraded': None}","{'bid': 2251.89, 'ask': 2253.09, 'lastTraded': None}",57836
2873,2020/03/24 02:00:00,2020-03-24T02:00:00,"{'bid': 2314.64, 'ask': 2315.84, 'lastTraded': None}","{'bid': 2291.51, 'ask': 2292.71, 'lastTraded': None}","{'bid': 2328.26, 'ask': 2329.46, 'lastTraded': None}","{'bid': 2280.76, 'ask': 2281.96, 'lastTraded': None}",55171
2874,2020/03/24 04:00:00,2020-03-24T04:00:00,"{'bid': 2291.76, 'ask': 2292.96, 'lastTraded': None}","{'bid': 2304.89, 'ask': 2306.09, 'lastTraded': None}","{'bid': 2319.89, 'ask': 2321.09, 'lastTraded': None}","{'bid': 2285.64, 'ask': 2286.84, 'lastTraded': None}",33673
2875,2020/03/24 06:00:00,2020-03-24T06:00:00,"{'bid': 2305.26, 'ask': 2306.46, 'lastTraded': None}","{'bid': 2328.26, 'ask': 2329.46, 'lastTraded': None}","{'bid': 2339.01, 'ask': 2340.21, 'lastTraded': None}","{'bid': 2304.39, 'ask': 2305.59, 'lastTraded': None}",56949
2876,2020/03/24 08:00:00,2020-03-24T08:00:00,"{'bid': 2327.89, 'ask': 2329.09, 'lastTraded': None}","{'bid': 2344.01, 'ask': 2345.21, 'lastTraded': None}","{'bid': 2344.26, 'ask': 2345.46, 'lastTraded': None}","{'bid': 2316.01, 'ask': 2317.21, 'lastTraded': None}",66883
2877,2020/03/24 10:00:00,2020-03-24T10:00:00,"{'bid': 2343.76, 'ask': 2344.96, 'lastTraded': None}","{'bid': 2337.26, 'ask': 2338.46, 'lastTraded': None}","{'bid': 2344.01, 'ask': 2345.21, 'lastTraded': None}","{'bid': 2326.76, 'ask': 2327.96, 'lastTraded': None}",46947
2878,2020/03/24 12:00:00,2020-03-24T12:00:00,"{'bid': 2337.76, 'ask': 2338.96, 'lastTraded': None}","{'bid': 2362.63, 'ask': 2363.63, 'lastTraded': None}","{'bid': 2388.24, 'ask': 2389.24, 'lastTraded': None}","{'bid': 2311.51, 'ask': 2312.71, 'lastTraded': None}",297850
2879,2020/03/24 14:00:00,2020-03-24T14:00:00,"{'bid': 2362.76, 'ask': 2363.76, 'lastTraded': None}","{'bid': 2413.22, 'ask': 2414.22, 'lastTraded': None}","{'bid': 2413.47, 'ask': 2414.47, 'lastTraded': None}","{'bid': 2354.76, 'ask': 2355.76, 'lastTraded': None}",526244
